angle_right_elbow,angle_left_elbow,angle_right_shoulder,angle_left_knee,angle_right_knee,angle_right_hip_knee,angle_left_hip_knee,angle_right_hip_shoulder,angle_right_shank,angle_left_shank,left_shoulder_right_shoulder,right_shoulder_right_elbow,right_shoulder_right_hip,left_hip_right_hip,right_hip_right_knee,right_knee_right_ankle,gap_leg_bat,bat_angle,image_name,label
159.687,108.789,150.947,94.203,42.425,128.611,93.678,47.887,51.617,157.899,0.215,0.195,0.474,0.164,0.238,0.361,8.343939,75.466,202.png,forward drive
157.128,111.501,146.759,60.972,35.809,126.748,81.472,54.454,38.03,149.708,0.235,0.191,0.477,0.164,0.218,0.359,7.9774055,75.635,203.png,forward drive
163.872,125.628,154.952,48.353,35.86,129.567,75.895,52.081,35.216,133.736,0.253,0.201,0.478,0.16,0.218,0.358,28.925924,48.918,205.png,forward drive
91.385,37.448,78.042,100.26,132.419,109.01,85.706,97.98,102.363,163.196,0.199,0.238,0.414,0.19,0.133,0.196,18.385147,48.918,206.png,forward drive
98.625,57.776,83.059,173.968,133.064,128.889,120.856,119.58,120.505,113.462,0.197,0.23,0.458,0.228,0.376,0.479,24.387192,48.18,207.png,forward drive
85.149,45.062,76.984,149.619,152.551,113.542,81.917,159.907,112.185,94.281,0.166,0.219,0.477,0.187,0.353,0.411,10.042746,49.764,208.png,forward drive
85.593,45.227,78.265,156.841,158.72,113.096,76.379,157.14,113.986,99.058,0.172,0.231,0.45,0.184,0.35,0.421,8.339901,49.764,209.png,forward drive
63.095,39.989,68.701,149.191,156.621,110.396,80.85,163.557,111.443,97.688,0.17,0.193,0.46,0.19,0.355,0.418,7.0946846,49.764,210.png,forward drive
80.454,36.744,71.782,148.986,153.769,112.042,86.119,160.011,107.514,96.166,0.173,0.232,0.479,0.194,0.346,0.417,8.529114,49.764,211.png,forward drive
53.266,37.786,68.13,147.031,159.306,110.414,79.416,163.361,110.924,96.733,0.172,0.194,0.455,0.189,0.351,0.411,6.831846,50.477,212.png,forward drive
175.615,128.356,102.607,168.973,154.173,103.775,74.755,117.013,110.399,77.827,0.154,0.113,0.196,0.147,0.3,0.329,12.170485,63.768,3.png,forward drive
110.482,166.612,80.712,164.92,152.229,79.128,104.783,151.037,88.252,148.385,0.123,0.128,0.532,0.104,0.247,0.222,6.0960846,68.782,318.png,forward drive
94.907,112.08,90.052,148.712,134.206,140.789,75.591,123.122,102.668,114.02,0.184,0.267,0.443,0.19,0.351,0.408,5.5202427,62.063,319.png,forward drive
139.271,136.5,115.881,165.064,171.109,87.538,97.384,167.793,110.581,85.31,0.209,0.172,0.549,0.168,0.408,0.457,3.1442413,68.318,320.png,forward drive
124.124,113.298,136.22,154.215,148.068,159.351,130.631,112.913,157.449,153.61,0.18,0.146,0.479,0.228,0.153,0.214,12.666406,66.038,321.png,forward drive
109.443,140.058,81.422,159.231,122.594,129.769,63.926,113.753,137.198,65.326,0.107,0.202,0.467,0.131,0.219,0.461,10.267873,68.078,322.png,forward drive
137.668,81.227,98.559,158.452,92.503,66.644,172.103,150.142,13.214,165.336,0.136,0.159,0.519,0.145,0.24,0.358,15.379978,62.784,323.png,forward drive
153.578,123.606,137.87,124.744,162.695,64.91,104.971,145.752,121.608,108.869,0.089,0.246,0.514,0.118,0.345,0.339,15.907486,61.39,324.png,forward drive
69.53,64.189,76.378,162.157,166.018,100.496,81.826,162.055,114.482,71.073,0.211,0.096,0.568,0.187,0.357,0.458,0.074668884,62.14,326.png,forward drive
132.903,67.303,34.168,154.703,158.041,116.471,81.856,137.623,109.291,110.393,0.157,0.283,0.458,0.191,0.251,0.387,3.7539616,62.103,327.png,forward drive
69.926,64.264,68.971,103.202,140.382,92.594,54.218,110.941,64.261,121.324,0.269,0.105,0.47,0.23,0.201,0.267,17.387186,62.501,328.png,forward drive
139.102,110.727,110.381,152.333,124.503,117.458,90.451,131.81,98.15,111.512,0.195,0.162,0.545,0.182,0.328,0.385,4.911474,64.564,329.png,forward drive
155.854,87.918,55.146,116.97,145.396,170.416,138.954,98.342,164.082,155.437,0.254,0.198,0.392,0.168,0.315,0.458,17.846964,63.113,330.png,forward drive
124.827,53.398,111.087,149.007,147.73,34.133,161.94,147.893,73.885,103.311,0.184,0.286,0.488,0.151,0.302,0.348,16.39853,63.75,332.png,forward drive
64.097,55.873,68.502,171.159,157.968,104.115,93.477,133.788,135.737,57.375,0.191,0.199,0.488,0.191,0.352,0.401,13.773752,64.904,333.png,forward drive
107.045,166.285,78.177,163.539,129.924,117.48,90.106,132.318,111.681,70.928,0.094,0.231,0.468,0.032,0.383,0.461,4.3950405,64.654,334.png,forward drive
80.146,92.154,92.635,151.495,128.538,133.872,86.002,130.044,94.65,118.718,0.151,0.184,0.456,0.142,0.356,0.432,1.9230042,61.607,335.png,forward drive
75.209,74.284,45.71,153.239,144.401,100.062,96.861,142.168,105.721,116.554,0.212,0.334,0.464,0.183,0.377,0.422,4.1144085,64.983,336.png,forward drive
74.525,131.773,87.116,146.049,136.899,132.598,75.974,129.485,109.803,108.155,0.17,0.27,0.451,0.161,0.401,0.433,1.6960278,65.614,337.png,forward drive
104.469,124.258,109.347,131.973,126.366,80.054,89.032,122.181,84.426,114.702,0.261,0.131,0.443,0.216,0.109,0.414,13.6203575,66.371,338.png,forward drive
107.424,79.598,108.402,139.378,119.06,116.883,66.188,107.579,93.31,90.135,0.192,0.23,0.461,0.182,0.306,0.459,0.6261139,50.56,363.png,forward drive
107.029,92.562,113.342,140.316,143.428,122.918,74.57,149.326,123.041,93.975,0.191,0.187,0.482,0.174,0.347,0.44,1.1082726,46.975,365.png,forward drive
110.287,90.569,143.428,157.933,177.405,80.995,87.736,155.517,52.725,125.116,0.275,0.22,0.496,0.164,0.308,0.463,11.413661,48.424,366.png,forward drive
94.503,100.214,97.504,131.84,131.313,129.803,77.192,113.629,99.628,107.992,0.261,0.214,0.456,0.239,0.405,0.428,7.09256,48.483,367.png,forward drive
84.246,90.759,96.329,131.94,153.679,112.257,72.248,158.414,127.909,91.622,0.22,0.204,0.47,0.185,0.383,0.429,3.6395054,50.659,368.png,forward drive
102.866,89.892,99.581,137.54,155.334,110.769,76.072,158.406,123.245,92.339,0.195,0.198,0.475,0.183,0.344,0.42,0.7231884,49.086,369.png,forward drive
99.76,102.949,101.15,153.954,121.847,124.207,64.31,124.941,98.944,102.878,0.263,0.203,0.472,0.218,0.326,0.433,0.091959,50.194,370.png,forward drive
78.182,81.115,84.608,135.47,165.43,97.491,76.046,166.269,126.849,84.682,0.232,0.218,0.462,0.187,0.414,0.443,1.5567093,54.537,371.png,forward drive
78.105,101.89,82.947,151.231,136.6,124.499,96.189,122.267,99.731,106.82,0.3,0.207,0.459,0.26,0.439,0.403,6.251745,54.846,372.png,forward drive
98.107,96.78,92.438,126.589,137.981,123.081,70.141,122.445,99.518,103.384,0.261,0.222,0.445,0.222,0.345,0.426,6.5583706,55.008,373.png,forward drive
86.832,91.524,94.238,141.125,152.028,114.533,75.825,160.309,126.24,92.346,0.197,0.179,0.49,0.177,0.371,0.44,3.40337,53.531,374.png,forward drive
61.389,78.494,70.054,142.989,161.262,105.478,69.98,172.807,125.009,84.802,0.237,0.188,0.459,0.198,0.403,0.43,0.7297287,59.689,375.png,forward drive
80.614,101.095,85.996,164.553,136.53,133.238,92.488,123.762,107.952,96.053,0.28,0.208,0.484,0.248,0.411,0.414,7.9100523,54.689,376.png,forward drive
74.78,90.731,85.593,136.729,158.345,103.744,68.165,165.369,125.928,89.795,0.229,0.196,0.463,0.191,0.38,0.432,0.7697754,58.935,377.png,forward drive
86.595,93.971,96.042,148.74,143.395,105.848,71.588,157.082,119.887,90.888,0.247,0.18,0.471,0.194,0.374,0.447,1.8934746,54.537,378.png,forward drive
84.224,81.208,95.073,143.706,162.657,108.587,74.158,152.083,121.62,89.407,0.199,0.214,0.461,0.172,0.424,0.448,0.6512699,58.601,379.png,forward drive
69.067,102.491,83.421,143.223,145.741,106.912,68.733,144.297,124.567,70.177,0.254,0.198,0.455,0.225,0.378,0.434,1.5323887,56.482,380.png,forward drive
75.976,101.258,89.476,135.939,157.466,111.435,78.461,162.969,123.988,92.626,0.203,0.193,0.469,0.181,0.359,0.424,2.1338634,53.259,381.png,forward drive
77.731,92.389,89.198,141.219,160.392,109.131,74.444,158.015,121.312,91.818,0.214,0.192,0.462,0.177,0.367,0.428,0.86157036,56.136,382.png,forward drive
77.315,95.245,86.873,143.261,161.679,106.284,66.881,161.294,119.348,89.973,0.232,0.203,0.438,0.171,0.387,0.46,0.64159775,56.121,383.png,forward drive
66.342,81.939,85.427,141.046,157.946,103.274,84.059,167.863,120.924,94.398,0.213,0.206,0.476,0.197,0.376,0.428,1.1105595,55.008,384.png,forward drive
102.857,87.584,96.844,143.948,153.01,113.677,48.88,159.712,121.992,96.666,0.273,0.177,0.502,0.168,0.311,0.426,14.156477,52.628,4.png,forward drive
132.56,67.41,105.528,156.477,93.368,107.253,94.116,112.504,56.607,119.599,0.286,0.186,0.515,0.151,0.263,0.363,7.936429,68.839,6.png,forward drive
83.504,123.662,63.771,112.072,160.223,123.846,79.67,145.888,137.219,87.789,0.196,0.294,0.455,0.182,0.354,0.398,16.142416,64.537,654.png,forward drive
78.367,46.455,59.426,136.787,157.171,121.458,79.623,157.622,125.056,89.165,0.158,0.143,0.533,0.171,0.331,0.424,1.1959763,67.225,656.png,forward drive
92.472,97.739,88.879,101.089,156.003,139.112,78.023,129.578,143.401,79.101,0.204,0.275,0.469,0.193,0.343,0.439,10.144613,58.637,658.png,forward drive
67.605,69.542,68.365,100.932,155.691,130.767,81.385,150.754,138.248,78.792,0.159,0.243,0.495,0.195,0.335,0.463,16.003119,60.101,660.png,forward drive
68.829,48.922,63.131,110.563,150.268,125.483,70.827,156.346,134.397,84.622,0.176,0.235,0.508,0.194,0.322,0.435,10.130152,62.48,662.png,forward drive
81.538,53.446,74.31,86.475,62.833,106.511,90.292,156.598,111.876,77.846,0.172,0.131,0.523,0.189,0.198,0.353,15.843668,57.16,664.png,forward drive
87.074,66.309,78.598,97.471,153.461,135.3,83.863,140.624,134.914,78.442,0.184,0.245,0.482,0.202,0.325,0.474,2.171318,60.824,666.png,forward drive
85.177,62.339,77.952,103.78,150.806,129.952,77.145,150.42,137.114,81.275,0.191,0.245,0.489,0.205,0.335,0.449,15.682928,60.524,668.png,forward drive
72.347,62.963,69.824,102.777,148.654,123.4,75.468,154.919,134.318,79.066,0.189,0.236,0.492,0.204,0.322,0.439,13.346243,62.43,670.png,forward drive
56.978,41.633,66.02,134.102,163.393,122.253,69.564,156.733,125.36,89.443,0.171,0.208,0.503,0.166,0.359,0.432,1.7249622,66.915,672.png,forward drive
80.974,68.295,77.254,99.139,153.971,130.472,85.094,146.154,137.096,79.057,0.176,0.254,0.483,0.194,0.335,0.466,2.5874634,60.309,674.png,forward drive
68.578,55.291,52.9,96.457,149.512,119.233,81.312,157.72,137.407,75.416,0.201,0.228,0.54,0.206,0.303,0.443,19.628181,60.803,678.png,forward drive
94.185,89.547,98.395,79.992,81.947,90.888,95.217,166.176,53.774,134.882,0.125,0.068,0.549,0.158,0.165,0.179,18.241753,58.039,680.png,forward drive
97.735,69.087,89.63,131.83,156.218,119.558,77.797,156.819,129.674,87.425,0.152,0.168,0.526,0.173,0.328,0.46,2.0857468,66.161,682.png,forward drive
79.751,50.394,72.407,100.174,155.895,127.046,68.833,158.004,140.236,72.718,0.173,0.163,0.551,0.196,0.333,0.461,18.36068,66.413,684.png,forward drive
64.994,56.874,59.507,112.335,155.015,124.521,84.446,158.98,134.455,80.785,0.144,0.221,0.525,0.18,0.314,0.453,15.76053,63.26,686.png,forward drive
95.867,47.208,84.419,96.296,153.498,126.108,68.478,154.018,141.502,71.02,0.202,0.272,0.489,0.183,0.344,0.42,0.8714886,64.604,688.png,forward drive
73.627,66.553,65.64,101.116,152.948,123.534,84.759,152.241,133.454,78.426,0.177,0.241,0.506,0.203,0.323,0.462,4.030918,63.054,692.png,forward drive
74.496,84.314,82.52,129.67,154.958,125.081,70.323,137.554,112.564,100.485,0.172,0.292,0.437,0.176,0.355,0.418,9.08374,62.475,7.png,forward drive
88.072,71.286,81.261,159.544,154.98,105.37,85.311,163.594,107.006,101.164,0.174,0.159,0.509,0.199,0.365,0.457,5.0665493,69.212,702.png,forward drive
69.779,63.196,90.167,160.135,156.114,106.566,81.005,155.405,106.439,102.6,0.157,0.193,0.497,0.177,0.369,0.446,8.371212,68.927,704.png,forward drive
83.553,62.224,88.092,158.736,157.417,106.242,82.638,162.974,105.705,102.949,0.169,0.172,0.494,0.192,0.364,0.453,9.144554,68.649,706.png,forward drive
88.225,72.977,86.96,159.093,154.757,102.21,88.799,163.787,105.828,101.167,0.163,0.154,0.523,0.193,0.369,0.456,4.1688385,69.677,708.png,forward drive
81.167,70.755,91.195,159.042,154.938,106.119,80.302,162.273,107.916,103.894,0.166,0.164,0.485,0.174,0.366,0.458,9.456139,69.212,710.png,forward drive
82.282,65.192,88.741,161.91,159.133,102.645,82.414,165.255,106.913,105.34,0.161,0.143,0.496,0.18,0.36,0.451,10.49024,69.677,712.png,forward drive
85.785,67.496,84.761,162.615,154.992,105.329,80.004,160.211,106.899,105.607,0.171,0.178,0.468,0.176,0.361,0.458,10.710066,69.677,714.png,forward drive
79.38,62.706,85.514,163.175,158.673,104.109,81.996,163.47,106.783,105.834,0.162,0.152,0.483,0.176,0.365,0.452,9.086149,69.848,716.png,forward drive
80.986,69.728,83.733,161.334,154.907,106.874,75.665,161.141,108.984,103.142,0.168,0.171,0.48,0.165,0.351,0.461,9.242302,70.478,718.png,forward drive
94.483,71.104,87.233,162.291,151.409,108.46,74.699,159.144,111.497,102.735,0.165,0.179,0.48,0.157,0.361,0.471,9.530247,70.313,720.png,forward drive
88.675,67.045,93.839,162.462,157.153,109.636,79.984,161.799,106.865,103.133,0.156,0.149,0.496,0.173,0.358,0.455,9.795,70.313,722.png,forward drive
86.67,68.595,91.628,161.37,153.592,107.878,77.84,161.307,108.889,102.752,0.16,0.158,0.487,0.164,0.356,0.459,8.699818,70.313,724.png,forward drive
97.427,73.44,93.285,160.044,152.92,111.527,72.407,159.807,110.178,101.721,0.174,0.186,0.481,0.16,0.348,0.466,5.2588787,70.78,726.png,forward drive
95.292,66.421,84.405,157.454,152.976,108.651,83.665,159.407,108.109,99.051,0.161,0.234,0.49,0.185,0.353,0.456,4.6323814,70.942,728.png,forward drive
95.415,65.234,90.21,159.177,153.462,108.588,81.755,157.274,106.232,100.715,0.166,0.244,0.485,0.188,0.347,0.457,5.1374817,70.78,730.png,forward drive
97.813,69.085,88.951,156.34,154.005,111.524,78.549,163.802,109.692,97.235,0.159,0.184,0.493,0.171,0.353,0.463,4.294674,71.25,732.png,forward drive
90.058,66.77,89.467,155.824,153.326,108.052,84.037,160.204,108.288,98.488,0.168,0.226,0.501,0.189,0.355,0.453,4.6152916,71.25,734.png,forward drive
92.73,67.444,85.78,156.034,150.616,110.865,78.716,157.597,112.924,94.576,0.166,0.247,0.491,0.173,0.344,0.462,3.193943,71.25,736.png,forward drive
95.06,71.127,90.788,159.938,151.68,108.812,81.295,156.7,108.21,97.183,0.168,0.253,0.487,0.186,0.344,0.453,3.8849735,71.25,738.png,forward drive
89.166,66.474,83.724,156.719,150.951,104.69,83.439,162.432,113.007,94.531,0.16,0.219,0.506,0.175,0.345,0.464,3.1796665,71.409,740.png,forward drive
93.52,64.982,92.717,161.438,150.255,111.048,78.507,149.256,106.494,99.681,0.181,0.261,0.48,0.196,0.331,0.455,3.884159,71.409,742.png,forward drive
87.956,66.715,90.185,160.55,150.745,111.036,77.185,152.164,107.823,100.914,0.183,0.251,0.468,0.189,0.332,0.455,4.1455936,71.409,744.png,forward drive
92.429,64.589,89.83,158.531,153.934,110.386,79.064,153.813,109.328,95.14,0.193,0.283,0.482,0.208,0.332,0.447,2.3996906,71.25,746.png,forward drive
81.978,65.457,86.507,156.557,153.563,108.379,81.365,158.504,109.863,95.868,0.168,0.234,0.489,0.188,0.345,0.455,3.5514736,71.409,748.png,forward drive
88.787,65.283,85.194,157.557,153.941,107.07,81.681,159.705,109.575,97.39,0.189,0.253,0.483,0.198,0.345,0.454,3.2389584,71.409,750.png,forward drive
90.451,64.658,84.853,156.269,155.104,108.75,79.68,159.242,109.551,96.848,0.184,0.261,0.487,0.19,0.347,0.454,3.161562,71.878,752.png,forward drive
94.133,69.206,89.011,160.975,151.624,108.714,81.538,154.902,107.501,102.348,0.186,0.274,0.48,0.201,0.339,0.459,4.709406,72.031,754.png,forward drive
87.662,63.644,88.105,157.599,153.095,108.844,80.637,157.022,107.952,97.944,0.184,0.258,0.481,0.197,0.34,0.448,4.2659874,72.181,756.png,forward drive
93.532,65.86,87.879,159.449,155.25,107.208,82.128,158.048,108.791,98.188,0.189,0.282,0.48,0.203,0.344,0.448,3.7412605,72.031,758.png,forward drive
83.072,60.404,83.626,154.691,153.526,110.051,81.929,158.785,107.207,99.174,0.18,0.243,0.487,0.204,0.337,0.453,3.8375053,71.878,760.png,forward drive
90.111,66.898,80.889,155.344,154.261,108.721,80.815,162.58,110.18,98.143,0.171,0.207,0.483,0.187,0.35,0.451,4.390976,71.409,762.png,forward drive
78.703,82.141,89.321,154.768,137.15,124.007,72.768,123.58,88.616,111.503,0.2,0.182,0.489,0.186,0.339,0.436,5.992201,66.119,8.png,forward drive
75.958,80.114,96.102,160.202,146.928,131.045,57.585,116.554,91.593,90.335,0.266,0.194,0.463,0.184,0.368,0.401,0.32527733,63.97,9.png,forward drive
88.993,75.629,84.093,146.644,147.546,107.83,72.014,158.363,121.582,95.548,0.258,0.268,0.471,0.194,0.346,0.433,13.333795,58.713,93.png,forward drive
101.524,84.24,90.331,140.671,154.419,124.551,76.051,151.826,127.005,94.356,0.182,0.194,0.472,0.188,0.332,0.443,4.064205,53.889,954.png,forward drive
98.637,71.254,76.924,151.25,143.73,105.569,83.058,156.386,120.1,84.819,0.153,0.152,0.522,0.169,0.327,0.435,4.9156,61.26,958.png,forward drive
91.395,76.965,92.066,150.923,148.346,110.456,66.821,155.086,123.218,99.328,0.26,0.275,0.469,0.194,0.338,0.428,14.778334,59.036,96.png,forward drive
96.701,86.776,97.398,111.178,145.796,136.489,74.262,134.169,136.75,81.36,0.219,0.22,0.478,0.215,0.345,0.429,8.623939,50.839,960.png,forward drive
158.829,152.147,24.003,119.553,139.469,167.701,67.744,46.596,136.25,41.161,0.134,0.219,0.17,0.101,0.31,0.355,15.096515,54.315,962.png,forward drive
94.031,63.048,91.664,109.599,148.619,125.64,66.138,152.087,136.489,80.023,0.208,0.192,0.503,0.214,0.338,0.428,1.0834465,52.242,964.png,forward drive
102.317,81.832,98.028,107.448,153.688,130.326,81.569,142.881,135.232,78.557,0.219,0.229,0.491,0.219,0.329,0.443,9.128072,50.366,970.png,forward drive
102.52,78.411,99.446,113.304,148.466,130.257,78.079,144.638,135.931,80.962,0.212,0.21,0.487,0.213,0.354,0.451,5.8824043,51.593,972.png,forward drive
105.088,78.467,95.104,115.335,148.84,115.798,78.251,159.496,132.721,78.32,0.198,0.203,0.536,0.218,0.334,0.453,1.06703,56.535,974.png,forward drive
97.736,76.644,90.238,124.872,149.412,119.61,74.042,157.515,129.007,82.378,0.196,0.172,0.523,0.199,0.342,0.439,0.23828125,59.534,976.png,forward drive
98.467,60.476,84.921,125.951,141.376,114.513,82.074,149.448,132.861,78.186,0.197,0.223,0.532,0.211,0.347,0.444,0.29507256,59.452,980.png,forward drive
91.262,85.68,90.369,105.432,148.802,120.8,81.754,152.671,135.055,75.42,0.208,0.246,0.501,0.212,0.325,0.456,0.40878487,53.791,982.png,forward drive
92.43,35.982,69.087,151.33,135.921,98.015,86.232,151.929,103.908,80.568,0.162,0.136,0.565,0.173,0.332,0.404,7.9762545,66.644,984.png,forward drive
154.813,147.744,90.678,161.378,123.011,144.257,95.274,131.838,144.371,144.326,0.178,0.284,0.421,0.107,0.134,0.191,17.04748,54.782,986.png,forward drive
102.661,83.127,92.78,104.534,148.207,122.088,79.042,156.065,137.319,72.786,0.198,0.191,0.52,0.208,0.344,0.451,1.0573959,59.036,988.png,forward drive
94.483,78.787,82.072,146.596,147.925,111.468,70.2,159.433,122.355,92.643,0.224,0.275,0.478,0.191,0.335,0.449,15.354765,59.162,99.png,forward drive
91.953,73.191,83.391,110.534,149.591,124.387,74.932,153.957,134.825,75.985,0.189,0.202,0.499,0.206,0.356,0.442,6.8977404,60.005,990.png,forward drive
166.153,160.676,79.287,157.134,145.992,171.324,102.7,38.583,163.035,144.839,0.147,0.248,0.235,0.133,0.153,0.249,16.570599,59.172,992.png,forward drive
98.172,81.432,51.273,116.67,111.034,124.557,81.589,116.023,32.044,157.425,0.126,0.16,0.443,0.157,0.123,0.08,11.676397,52.615,996.png,forward drive
146.444,47.615,74.281,163.877,158.481,154.111,112.141,64.146,166.546,159.311,0.16,0.123,0.433,0.128,0.244,0.326,16.269653,58.508,998.png,forward drive
