angle_right_elbow,angle_left_elbow,angle_right_shoulder,angle_left_knee,angle_right_knee,angle_right_hip_knee,angle_left_hip_knee,angle_right_hip_shoulder,angle_right_shank,angle_left_shank,left_shoulder_right_shoulder,right_shoulder_right_elbow,right_shoulder_right_hip,left_hip_right_hip,right_hip_right_knee,right_knee_right_ankle,gap_leg_bat,bat_angle,image_name,label
110.521,111.946,83.318,144.078,107.733,81.271,72.756,78.686,51.869,144.286,0.228,0.25,0.409,0.225,0.373,0.403,4.336796,128.204,16.png,forward defence
116.014,107.289,70.995,120.31,154.361,130.576,86.84,133.073,122.768,88.829,0.183,0.276,0.404,0.213,0.326,0.427,3.2910652,118.85,166.png,forward defence
116.689,109.203,72.437,119.709,157.32,128.484,83.896,131.754,128.888,88.743,0.206,0.288,0.416,0.214,0.324,0.45,2.3018684,122.037,167.png,forward defence
120.147,108.423,74.076,116.839,153.947,134.221,88.355,124.452,128.756,86.435,0.195,0.285,0.415,0.204,0.319,0.436,4.7433662,120.109,168.png,forward defence
114.537,120.75,90.37,145.059,105.898,83.288,77.41,65.258,71.33,120.887,0.23,0.263,0.421,0.215,0.362,0.431,3.9797535,128.95,17.png,forward defence
148.595,108.723,40.7,153.11,133.538,112.218,92.781,148.37,119.442,101.041,0.157,0.277,0.455,0.189,0.328,0.435,3.7916145,120.431,171.png,forward defence
116.183,104.262,83.833,77.77,150.136,120.93,87.644,153.981,150.503,65.517,0.217,0.266,0.476,0.239,0.297,0.449,0.36738586,141.402,172.png,forward defence
124.124,92.39,56.407,86.713,145.01,123.531,71.805,153.273,151.04,71.889,0.237,0.306,0.463,0.213,0.334,0.397,12.549375,131.597,173.png,forward defence
138.451,95.943,58.763,96.108,147.638,120.644,77.64,150.787,140.513,74.1,0.22,0.324,0.474,0.208,0.322,0.399,8.717504,129.958,174.png,forward defence
128.54,100.713,71.752,78.507,146.632,123.368,83.768,148.865,149.226,74.186,0.232,0.291,0.482,0.223,0.328,0.432,0.33952332,136.637,175.png,forward defence
113.199,87.113,60.637,98.311,139.587,121.424,75.924,143.627,142.051,79.192,0.238,0.284,0.458,0.226,0.329,0.428,0.8083458,128.367,176.png,forward defence
120.109,97.272,62.002,83.231,141.077,119.451,76.188,151.947,149.343,72.965,0.243,0.301,0.469,0.229,0.331,0.423,0.33760262,132.923,177.png,forward defence
123.059,87.405,62.436,86.508,145.3,118.729,75.418,152.637,144.974,75.084,0.258,0.297,0.485,0.234,0.334,0.426,0.4915123,133.698,178.png,forward defence
127.098,110.111,76.582,83.418,148.856,119.637,84.091,152.78,149.237,69.988,0.222,0.278,0.48,0.228,0.315,0.447,10.393706,136.193,179.png,forward defence
162.415,102.397,48.698,160.881,145.399,91.877,78.054,115.801,84.332,104.239,0.148,0.252,0.403,0.182,0.384,0.46,4.500828,118.277,18.png,forward defence
123.058,98.574,59.556,85.419,142.768,122.343,72.989,148.432,148.042,74.293,0.247,0.313,0.463,0.223,0.341,0.413,11.47562,130.437,180.png,forward defence
119.047,118.5,69.454,115.342,156.007,125.605,89.284,131.633,128.996,83.645,0.2,0.283,0.42,0.215,0.317,0.43,0.5816994,122.425,181.png,forward defence
115.242,109.988,76.215,120.324,151.834,132.435,88.554,130.236,127.217,82.633,0.193,0.276,0.419,0.22,0.346,0.431,0.39145088,120.097,182.png,forward defence
129.669,97.304,65.995,91.964,148.239,120.254,78.657,150.575,144.56,75.527,0.224,0.29,0.465,0.222,0.343,0.432,8.382134,130.054,183.png,forward defence
120.854,102.991,65.674,80.371,143.95,124.469,80.311,149.035,148.594,73.35,0.238,0.285,0.464,0.231,0.32,0.421,0.1899643,135.291,184.png,forward defence
117.236,100.662,62.631,92.194,140.169,121.892,72.052,145.866,146.394,76.414,0.235,0.288,0.461,0.223,0.323,0.428,9.1546335,129.036,185.png,forward defence
123.57,94.241,57.889,97.972,143.965,117.66,70.747,150.111,143.146,79.234,0.245,0.304,0.468,0.227,0.334,0.432,1.4399338,126.724,186.png,forward defence
117.699,94.5,61.1,87.618,140.87,122.467,73.817,148.808,145.7,73.433,0.246,0.288,0.458,0.229,0.331,0.425,0.6757126,130.934,187.png,forward defence
118.602,102.554,59.421,88.898,142.6,122.904,75.506,147.423,144.798,74.574,0.237,0.297,0.452,0.225,0.322,0.423,0.2255497,130.35,188.png,forward defence
122.264,104.706,74.487,83.412,153.02,121.884,85.911,151.547,149.149,72.284,0.222,0.286,0.492,0.229,0.345,0.434,0.45860672,137.161,189.png,forward defence
128.099,115.946,65.52,150.137,129.973,109.175,89.213,105.489,94.52,117.701,0.206,0.265,0.443,0.2,0.272,0.384,4.354843,123.154,19.png,forward defence
141.706,96.771,57.54,138.351,146.951,115.957,89.124,148.464,124.967,96.565,0.182,0.263,0.479,0.202,0.341,0.445,1.4536648,125.582,190.png,forward defence
125.666,94.786,60.752,88.766,142.296,124.999,69.924,144.188,147.528,74.665,0.245,0.299,0.469,0.213,0.339,0.407,10.561905,130.732,191.png,forward defence
137.604,94.962,45.417,129.809,141.452,116.944,81.756,144.004,133.763,85.696,0.2,0.283,0.453,0.194,0.334,0.436,5.089842,122.082,192.png,forward defence
108.833,126.659,75.579,102.448,154.54,132.184,87.503,127.542,134.114,77.421,0.204,0.303,0.448,0.218,0.342,0.427,0.58771515,122.873,193.png,forward defence
111.398,116.265,70.547,107.975,151.454,128.768,86.203,134.13,130.178,79.916,0.182,0.278,0.437,0.218,0.338,0.448,1.2270031,123.511,194.png,forward defence
121.218,98.698,60.493,88.47,145.925,119.747,72.194,152.907,149.219,71.495,0.236,0.299,0.462,0.213,0.337,0.419,9.406553,129.289,195.png,forward defence
118.909,108.384,73.09,85.204,148.549,124.189,84.811,149.671,148.614,71.587,0.235,0.267,0.452,0.238,0.321,0.429,0.41986084,133.949,196.png,forward defence
128.834,99.62,60.292,87.829,145.62,119.965,74.856,151.87,144.949,71.676,0.243,0.315,0.467,0.223,0.343,0.414,9.704082,130.147,197.png,forward defence
113.159,96.131,62.711,87.775,144.646,120.527,72.926,152.862,147.284,73.888,0.254,0.286,0.463,0.225,0.342,0.417,1.2231941,131.035,198.png,forward defence
123.222,108.404,65.066,88.002,145.692,120.525,75.453,152.591,149.793,73.806,0.229,0.3,0.466,0.219,0.328,0.428,1.2312603,130.764,199.png,forward defence
131.506,90.416,59.485,151.396,137.502,88.501,75.34,98.339,102.245,85.974,0.186,0.177,0.397,0.205,0.388,0.428,4.2860126,123.358,20.png,forward defence
121.427,96.662,60.546,84.256,147.007,118.622,75.676,158.42,147.814,70.013,0.24,0.289,0.471,0.223,0.323,0.42,11.349082,131.532,200.png,forward defence
133.744,94.265,60.639,90.611,139.902,125.582,73.695,142.337,143.216,74.767,0.227,0.285,0.454,0.223,0.328,0.423,8.090576,127.656,201.png,forward defence
129.389,90.821,58.419,92.892,144.016,122.313,71.468,145.331,145.568,75.934,0.241,0.302,0.466,0.21,0.352,0.418,7.3888283,128.008,202.png,forward defence
136.827,90.103,50.279,144.268,140.232,121.38,90.016,143.911,125.605,97.183,0.185,0.276,0.457,0.201,0.318,0.437,0.86450386,123.154,203.png,forward defence
134.652,87.559,55.921,100.462,152.464,121.974,72.42,149.471,137.026,78.43,0.218,0.299,0.458,0.205,0.328,0.386,6.492256,127.733,204.png,forward defence
112.589,123.64,76.511,109.399,159.902,126.67,87.34,133.928,133.252,75.703,0.204,0.291,0.44,0.215,0.356,0.441,1.9204521,121.648,205.png,forward defence
110.055,121.791,74.546,117.695,155.617,130.996,84.985,133.735,130.033,79.731,0.211,0.272,0.416,0.22,0.347,0.441,1.392519,122.137,206.png,forward defence
110.46,126.919,79.326,108.737,158.085,130.234,87.109,128.463,132.593,76.836,0.219,0.286,0.433,0.219,0.346,0.443,0.7209759,121.307,207.png,forward defence
117.023,125.383,73.602,109.858,156.931,126.675,87.31,132.742,126.858,79.931,0.193,0.27,0.409,0.21,0.329,0.435,0.56708145,121.974,208.png,forward defence
120.613,114.582,60.732,106.353,155.369,129.205,86.24,134.876,128.731,79.745,0.204,0.317,0.437,0.201,0.326,0.441,0.48163605,121.416,209.png,forward defence
108.668,118.023,90.123,140.627,114.299,83.06,78.124,71.031,82.042,107.359,0.209,0.236,0.405,0.213,0.372,0.416,2.106636,129.806,21.png,forward defence
118.9,126.393,77.535,113.385,161.054,126.683,86.072,129.786,129.211,80.516,0.207,0.277,0.427,0.212,0.336,0.433,1.1217709,119.487,210.png,forward defence
111.991,118.773,72.332,122.32,159.51,126.218,82.403,133.249,132.239,85.013,0.208,0.292,0.414,0.206,0.351,0.45,2.0366993,119.745,211.png,forward defence
111.867,126.617,72.025,107.074,159.683,131.722,84.441,127.364,128.842,78.441,0.214,0.303,0.435,0.209,0.331,0.446,0.5620575,120.496,212.png,forward defence
106.117,97.993,86.33,134.163,136.569,118.055,79.406,102.567,124.405,94.758,0.216,0.257,0.445,0.226,0.295,0.491,3.7186108,127.593,22.png,forward defence
124.208,111.981,69.506,154.745,120.625,82.068,71.314,85.625,70.44,110.89,0.186,0.218,0.399,0.2,0.372,0.444,3.7482643,123.69,23.png,forward defence
119.34,112.182,70.566,152.579,128.587,88.142,73.81,87.635,86.08,106.611,0.221,0.239,0.388,0.213,0.37,0.441,5.309271,125.855,24.png,forward defence
122.355,105.505,67.335,153.88,118.744,111.733,85.159,100.573,96.212,122.616,0.219,0.25,0.421,0.206,0.276,0.438,5.1440353,123.154,25.png,forward defence
133.288,109.999,54.939,166.408,138.073,116.741,72.445,122.048,87.139,113.921,0.151,0.236,0.365,0.15,0.327,0.411,9.305097,117.423,26.png,forward defence
128.231,103.989,50.452,164.973,131.046,118.692,72.574,114.311,82.878,119.335,0.156,0.224,0.365,0.175,0.326,0.438,1.7587528,114.206,27.png,forward defence
110.5,101.982,69.198,164.503,137.952,126.427,67.088,114.657,89.078,111.978,0.197,0.212,0.376,0.189,0.315,0.469,1.6258411,111.105,28.png,forward defence
113.361,94.362,71.496,173.002,144.274,146.907,65.693,113.085,94.64,108.867,0.223,0.222,0.338,0.167,0.321,0.46,0.35349464,110.666,29.png,forward defence
127.471,119.406,63.673,114.115,147.235,114.285,90.771,139.588,126.041,84.455,0.181,0.302,0.438,0.225,0.35,0.417,4.2122154,122.567,3.png,forward defence
138.446,97.226,61.965,165.709,126.658,165.052,75.792,85.315,165.211,148.998,0.207,0.221,0.308,0.085,0.366,0.324,3.3659668,111.371,30.png,forward defence
91.32,89.591,55.672,168.876,140.136,146.963,66.895,114.423,101.293,92.256,0.181,0.191,0.352,0.143,0.33,0.433,2.5527954,111.975,31.png,forward defence
95.023,86.967,72.674,134.871,123.753,121.946,53.356,95.44,96.151,108.341,0.195,0.203,0.361,0.193,0.318,0.441,2.103571,113.015,32.png,forward defence
90.317,89.212,78.278,152.894,122.341,118.337,56.938,96.297,83.42,120.315,0.211,0.193,0.381,0.191,0.336,0.446,2.6589394,113.259,33.png,forward defence
93.489,97.567,66.941,164.264,109.217,124.48,73.289,90.854,69.524,121.051,0.21,0.194,0.339,0.209,0.348,0.44,2.9734783,113.819,34.png,forward defence
112.084,92.906,70.547,159.785,115.603,132.23,69.316,97.649,72.61,125.135,0.186,0.196,0.344,0.181,0.325,0.437,2.4314728,115.046,35.png,forward defence
110.806,94.687,74.183,159.113,136.706,137.783,54.921,110.575,89.807,118.083,0.198,0.192,0.333,0.155,0.324,0.429,4.4946976,115.046,36.png,forward defence
87.435,91.054,71.755,144.888,123.647,125.209,54.363,97.324,70.8,105.686,0.214,0.18,0.334,0.199,0.295,0.426,5.35973,115.484,37.png,forward defence
104.7,125.717,74.458,108.943,151.339,131.955,87.768,133.422,133.222,78.257,0.192,0.289,0.445,0.223,0.337,0.443,2.2206478,124.611,38.png,forward defence
112.772,107.384,78.32,116.263,153.712,127.985,87.556,131.189,130.678,78.273,0.207,0.265,0.421,0.223,0.345,0.44,2.3781548,122.4,39.png,forward defence
116.024,118.293,68.468,112.316,154.289,124.842,86.023,136.433,126.215,81.776,0.206,0.289,0.41,0.216,0.339,0.432,1.9988194,120.63,4.png,forward defence
104.861,118.949,82.929,113.078,149.891,142.196,90.618,125.765,134.286,76.979,0.229,0.282,0.42,0.229,0.318,0.472,2.8377228,123.867,40.png,forward defence
118.785,112.788,67.663,121.67,158.025,122.23,86.915,145.367,126.076,82.619,0.187,0.264,0.413,0.214,0.354,0.429,0.6492882,120.861,41.png,forward defence
115.942,103.689,78.054,116.352,152.225,126.64,87.872,130.339,129.795,81.298,0.21,0.257,0.423,0.229,0.335,0.444,1.3119526,124.756,42.png,forward defence
128.28,109.849,69.07,122.844,153.704,136.144,87.395,129.971,126.3,92.106,0.169,0.276,0.391,0.197,0.315,0.47,2.873352,119.782,43.png,forward defence
124.516,122.06,74.061,118.224,156.062,127.937,88.428,135.435,131.993,77.928,0.201,0.3,0.406,0.212,0.367,0.444,2.1364021,120.806,44.png,forward defence
114.852,110.523,69.316,113.669,152.978,126.69,89.394,137.576,128.051,81.412,0.183,0.281,0.439,0.22,0.342,0.435,0.5652561,122.92,45.png,forward defence
107.918,123.113,81.078,105.062,159.735,127.998,84.093,133.187,134.036,76.087,0.221,0.282,0.437,0.215,0.342,0.441,1.2213955,124.15,46.png,forward defence
119.403,119.05,77.837,127.913,161.051,132.144,84.299,127.38,126.374,89.846,0.214,0.287,0.417,0.204,0.321,0.469,1.029871,118.496,48.png,forward defence
134.008,108.216,56.922,119.165,155.649,114.66,79.35,150.244,130.058,87.178,0.187,0.302,0.424,0.198,0.352,0.432,3.9496002,122.567,49.png,forward defence
124.998,118.464,57.199,108.168,158.072,119.955,89.108,143.734,132.068,78.65,0.202,0.31,0.436,0.21,0.358,0.441,4.9621105,118.53,5.png,forward defence
98.897,102.204,80.197,160.482,122.248,133.18,68.63,92.166,77.66,118.446,0.226,0.203,0.347,0.201,0.363,0.423,9.986486,116.346,50.png,forward defence
124.407,97.605,62.317,163.726,133.415,138.278,69.508,101.994,84.617,111.503,0.195,0.211,0.386,0.166,0.345,0.389,8.356568,116.346,51.png,forward defence
114.533,96.698,83.7,161.997,124.261,132.428,60.228,94.088,82.043,114.966,0.223,0.191,0.345,0.19,0.339,0.445,1.4204121,115.907,52.png,forward defence
119.939,97.409,68.659,162.757,123.917,134.135,73.989,98.662,79.042,114.53,0.206,0.205,0.342,0.204,0.334,0.421,0.19302177,116.346,53.png,forward defence
102.903,101.253,71.877,154.912,115.415,126.312,67.914,90.278,76.848,120.057,0.211,0.198,0.341,0.212,0.349,0.451,0.64702034,116.346,54.png,forward defence
90.124,93.359,75.599,148.534,130.556,114.206,55.689,97.42,87.365,115.731,0.195,0.2,0.376,0.193,0.334,0.425,0.8724823,116.565,55.png,forward defence
102.704,107.579,61.728,161.149,121.085,130.468,74.106,95.109,73.417,118.857,0.197,0.221,0.343,0.198,0.342,0.4,1.8296432,116.565,56.png,forward defence
104.563,104.679,65.405,163.837,122.363,137.005,72.185,96.053,79.688,112.036,0.207,0.221,0.33,0.189,0.357,0.39,1.4611378,116.346,57.png,forward defence
93.458,105.117,66.305,163.125,120.512,122.493,69.042,94.102,74.511,119.438,0.2,0.212,0.328,0.197,0.355,0.427,1.933897,116.346,58.png,forward defence
124.479,105.89,64.52,161.065,125.368,142.294,72.937,98.431,78.477,114.38,0.216,0.235,0.347,0.198,0.342,0.396,1.2309761,116.346,59.png,forward defence
126.608,110.465,56.827,162.762,122.215,144.772,74.009,98.895,76.366,113.18,0.194,0.252,0.368,0.18,0.355,0.383,0.4782524,116.565,60.png,forward defence
139.323,78.756,39.622,148.784,158.262,109.808,83.403,143.197,106.064,105.259,0.232,0.29,0.454,0.212,0.335,0.445,2.3044567,117.553,61.png,forward defence
135.785,82.682,35.366,143.989,150.935,116.053,78.497,136.135,108.455,100.954,0.23,0.282,0.442,0.207,0.326,0.453,0.47914696,117.35,62.png,forward defence
137.36,81.415,38.359,144.174,157.448,114.835,78.188,140.143,107.095,102.578,0.227,0.294,0.442,0.203,0.321,0.447,1.5267448,117.738,63.png,forward defence
133.472,85.867,38.509,145.042,159.956,114.395,79.973,141.635,105.437,102.52,0.219,0.293,0.44,0.2,0.327,0.445,1.6988373,117.943,64.png,forward defence
133.628,82.519,37.126,144.259,156.633,110.077,82.099,145.121,106.704,102.077,0.221,0.29,0.45,0.211,0.341,0.433,2.1134377,118.151,65.png,forward defence
135.149,84.98,37.967,143.593,157.88,112.207,82.053,144.148,105.537,103.051,0.222,0.294,0.45,0.209,0.338,0.432,2.1594791,117.943,66.png,forward defence
137.334,81.083,38.973,144.175,157.568,107.864,84.081,146.239,107.041,102.763,0.237,0.295,0.444,0.216,0.347,0.431,2.1205292,117.943,67.png,forward defence
134.373,77.22,39.681,140.807,157.168,113.98,81.497,142.222,105.195,103.021,0.237,0.295,0.437,0.217,0.333,0.431,2.0487804,118.33,68.png,forward defence
136.284,78.017,39.066,145.999,154.59,110.148,83.74,143.449,105.604,104.998,0.233,0.288,0.445,0.216,0.336,0.433,1.8654346,118.33,69.png,forward defence
131.946,77.145,38.567,139.448,154.969,112.373,79.514,141.364,107.152,101.554,0.24,0.286,0.428,0.212,0.336,0.433,2.140047,118.54,70.png,forward defence
133.299,76.791,42.913,141.735,153.748,109.321,78.882,143.153,110.513,103.596,0.246,0.295,0.428,0.212,0.338,0.434,2.3675957,118.33,71.png,forward defence
135.206,74.708,40.729,142.398,154.487,109.372,77.388,144.167,110.053,104.022,0.244,0.292,0.431,0.211,0.336,0.433,2.3879185,118.124,72.png,forward defence
137.771,77.654,40.616,144.94,155.142,106.375,80.291,146.427,109.793,104.989,0.241,0.291,0.436,0.214,0.348,0.428,2.3554173,117.92,73.png,forward defence
132.714,77.138,42.014,144.344,155.793,112.259,76.384,141.523,110.044,105.443,0.238,0.292,0.427,0.203,0.335,0.44,2.442751,117.92,74.png,forward defence
132.623,81.086,43.81,146.966,158.85,109.79,76.329,145.057,111.331,104.301,0.229,0.287,0.424,0.198,0.348,0.43,2.5559216,118.124,75.png,forward defence
134.95,75.718,41.125,145.716,157.187,106.573,78.881,147.501,109.655,104.874,0.24,0.287,0.438,0.207,0.34,0.433,2.686224,118.124,76.png,forward defence
137.953,85.091,39.124,146.335,160.01,113.928,79.93,143.467,107.224,103.709,0.222,0.285,0.447,0.205,0.338,0.434,2.8922062,118.124,77.png,forward defence
139.115,86.51,43.377,147.851,157.633,113.876,79.098,140.405,106.879,105.828,0.224,0.283,0.442,0.205,0.332,0.428,2.8856182,118.301,78.png,forward defence
135.038,75.125,39.475,141.399,158.769,111.666,77.546,145.175,109.504,101.949,0.237,0.285,0.442,0.212,0.333,0.432,1.9382305,117.92,79.png,forward defence
131.96,76.283,39.973,143.509,152.798,107.242,79.726,144.64,108.688,105.101,0.248,0.292,0.433,0.216,0.331,0.429,3.062521,117.92,80.png,forward defence
124.853,83.693,41.183,143.735,154.559,111.784,76.462,141.28,109.693,102.403,0.225,0.29,0.416,0.196,0.322,0.442,1.973463,117.92,81.png,forward defence
127.777,79.102,37.963,147.534,157.428,115.266,77.473,142.173,108.429,105.751,0.222,0.281,0.435,0.202,0.324,0.446,3.2563076,117.92,82.png,forward defence
124.999,77.693,43.195,145.184,158.428,109.966,75.716,145.754,112.637,101.629,0.222,0.28,0.425,0.192,0.334,0.44,2.7645073,117.92,83.png,forward defence
126.054,78.909,45.345,150.466,157.244,109.913,80.057,143.074,107.869,106.296,0.226,0.287,0.424,0.196,0.331,0.433,3.4832058,117.92,84.png,forward defence
139.514,108.878,61.295,112.028,152.848,122.524,78.237,137.22,129.656,81.219,0.204,0.309,0.43,0.21,0.322,0.443,4.001959,122.137,97.png,forward defence
125.388,109.355,78.871,113.801,151.431,118.763,89.954,133.562,135.858,75.541,0.185,0.281,0.426,0.226,0.362,0.452,0.38515282,123.347,98.png,forward defence
120.06,114.941,65.203,105.418,146.737,115.273,91.956,134.107,131.592,75.815,0.197,0.273,0.459,0.226,0.354,0.436,3.6861286,124.611,99.png,forward defence
